統一編號: ,公司名稱: ,公司地址: ,資本額總額: ,核准設立日期: ,最後核准變更日期: ,公司狀態: ,代表人/創辦人/員工: ,industry0,industry1,,登記種類: ,登記機關名稱: ,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10
28979160,統一超商股份有限公司基隆市第七十六分公司,基隆市仁愛區仁三路19、21號1樓,0,2009-05-26,,核准設立,張耀銘,營業人名稱: ,統一超商股份有限公司基隆市第七十六分公司,,公司登記,,,,,,,,,,,
40999248,愛麗絲精品服飾店,基隆市仁愛區愛一路40號2樓,100000,2014-07-02,2014-07-02,核准設立 - 獨資 (核准文號: 1030001447),,登記種類: ,商業登記,,,基隆市政府,許淑菁,營業人名稱: ,,,,,,,,
50586843,古基咖啡館,基隆市仁愛區愛三路11號5樓之8,100000,2017-03-30,2017-03-30,核准設立 - 獨資 (核准文號: 1060000595),,使用統一發票: ,是,,,基隆市政府,鄭天全,登記種類: ,商業登記,營業人名稱: ,古基咖啡館,統一編號: ,50586843,營業地址: ,基隆市仁愛區博愛里愛三路１１號５樓之８,資本額(元): 
51329999,統一超商股份有限公司基隆市第一一八分公司,基隆市仁愛區仁二路11、13號1樓,0,2017-04-05,,核准設立,張耀銘,營業人名稱: ,統一超商股份有限公司基隆市第一一八分公司,,公司登記,,,,,,,,,,,
52622248,統一生活事業股份有限公司基隆市第10分公司,基隆市仁愛區仁一路165號1樓、165之1號1樓、167號1樓,0,2017-03-28,,核准設立,蔡雅如,營業人名稱: ,統一生活事業股份有限公司基隆市第10分公司,,公司登記,,,,,,,,,,,
53016305,統一超商股份有限公司基隆市第十八分公司,基隆市仁愛區玉田里仁二路197號1樓,0,2011-08-16,,核准設立,張耀銘,營業人名稱: ,統一超商股份有限公司基隆市第十八分公司,,公司登記,,,,,,,,,,,
53022566,全國電子股份有限公司基隆市第七分公司,基隆市仁愛區仁一路179號1-3樓,0,2011-12-21,2016-10-19,廢止,謝明佑,登記種類: ,公司登記,,,,,,,,,,,,,
54912433,統一超商股份有限公司基隆市第九十七分公司,基隆市仁愛區仁一路281號1樓,0,2019-06-03,,核准設立,張耀銘,營業人名稱: ,統一超商股份有限公司基隆市第九十七分公司,,公司登記,,,,,,,,,,,
54972327,愛地球實業股份有限公司,基隆市仁愛區仁四路54-1號1樓,200000,2019-01-25,,核准設立,鍾長志,200000, 家具、寢具、廚房器具、裝設品批發業 ,,公司登記,,愛地球實業股份有限公司,統一編號: ,54972327,營業地址: ,基隆市仁愛區博愛里仁四路５４―１號１樓,使用統一發票: ,是,設立日期: ,2019-01-28,資本額(元): 
54978574,崗洋食品有限公司,基隆市仁愛區愛一路28號,500000,2019-03-06,,核准設立,黃隆慶,500000, 烘焙炊蒸食品製造業 ,烘焙炊蒸食品製造業,公司登記,,崗洋食品有限公司,統一編號: ,54978574,營業地址: ,基隆市仁愛區仁德里愛一路２８號,使用統一發票: ,是,設立日期: ,2019-03-07,資本額(元): 
70775759,統一超商股份有限公司基隆市第三十八分公司,基隆市仁愛區仁二路228號1樓,0,2000-06-13,2009-09-16,核准設立,張耀銘,登記種類: ,公司登記,,,,,,,,,,,,,
72822321,愛夾客娃娃屋仁一店,基隆市仁愛區仁一路217巷1號1樓,200000,2018-03-30,2018-09-05,廢止,,代表人/創辦人/員工: ,李文君,,,基隆市政府,,,,,,,,,,
72825777,愛三星光小吃店,基隆市仁愛區愛三路80號3樓,100000,2018-08-28,2018-08-28,核准設立 - 獨資,,否,設立日期: ,,,基隆市政府,潘清華,登記種類: ,商業登記,營業人名稱: ,愛三星光小吃店,統一編號: ,72825777,營業地址: ,基隆市仁愛區仁德里愛三路８０號３樓,使用統一發票: 
74835511,富隆行,基隆市仁愛區英仁里南榮路四七三號一樓,200000,1999-07-15,2000-06-15,核准設立 - 獨資,,統一編號: ,74835511,,,基隆市政府,葉富隆,登記種類: ,商業登記,營業人名稱: ,富隆行,使用統一發票: ,,,,
80029795,全國電子股份有限公司基隆市第四分公司,基隆市仁愛區仁二路211號1樓,0,2003-08-29,2016-10-19,核准設立,謝明佑,登記種類: ,公司登記,,,,,,,,,,,,,
80356066,統一生活事業股份有限公司基隆市第二分公司公司,基隆市仁愛區仁三路５０號１樓,0,2003-03-11,,核准設立,李炎生,營業人名稱: ,統一生活事業股份有限公司基隆市第二分公司,,公司登記,,,,,,,,,,,
80543619,萊爾富國際股份有限公司基隆旭隆分公司,基隆市仁愛區精一路一號一樓,0,2003-11-21,,核准設立,汪林祥,營業人名稱: ,萊爾富國際股份有限公司基隆旭隆分公司,,公司登記,,,,,,,,,,,
80872436,基大服飾店,基隆市仁愛區福仁里南榮路四五號一樓,100000,2003-04-28,2018-11-19,歇業 - 獨資 (核准文號: 1070002405),,統一編號: ,80872436,,,基隆市政府,張俊仁,登記種類: ,商業登記,營業人名稱: ,基大服飾店,資本額(元): ,,,,
80886760,頂上湯小吃店,基隆市仁愛區仁德里愛三路49巷24號1樓,60000,2004-01-05,2015-11-20,核准設立 - 獨資 (核准文號: 1040002624),,登記種類: ,商業登記,,,基隆市政府,郭仁貴,營業人名稱: ,,,,,,,,
82216915,愛琴海小吃店,基隆市仁愛區愛一路33號3樓,10000,2019-03-06,,核准設立 - 獨資 (核准文號: 1080000460),陳琬瑜,統一編號: ,82216915,,,基隆市政府,商業登記,營業人名稱: ,愛琴海小吃店,設立日期: ,,,,,,
82218688,基婆舒食小吃,基隆市仁愛區愛四路1-4號1樓,20000,2019-05-09,,核准設立 - 獨資 (核准文號: 1080001023),余國平,營業人名稱: ,基婆舒食小吃,,,基隆市政府,商業登記,統一編號: ,,,,,,,,
83500570,隆飛稀有金屬科技有限公司,基隆市仁愛區吉仁里南新街150-1號2樓,2000000,2020-01-08,,核准設立,易隆泰,設立日期: ,2020-01-10,工業助劑批發業,公司登記,,隆飛稀有金屬科技有限公司,統一編號: ,83500570,營業地址: ,基隆市仁愛區吉仁里南新街１５０―１號２樓,使用統一發票: ,否,F107170,,
00054103,文華紙店,基隆市仁愛區愛三路六五號三樓,100000,1954-07-15,2010-01-13,核准設立 - 獨資,,劉仁哲,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00174521,金隆水電工程行,基隆市仁愛區水錦里仁一路二Ｏ五號一樓,1000000,1964-04-01,2013-02-27,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,張鄭麗玉,營業地址: ,,,,,,,,
00176106,東隆商行,基隆市仁愛區仁二路37號,3000,1964-03-12,2018-11-12,歇業 - 獨資 (核准文號: 1070002332),,統一編號: ,00176106,,,基隆市政府,陳乾定,登記種類: ,商業登記,營業人名稱: ,東隆商行,使用統一發票: ,,,,
00221307,保隆春藥行,基隆市仁愛區仁五路二三號,3000,1963-08-15,2014-12-30,核准設立 - 獨資 (核准文號: 1030003156),,登記種類: ,商業登記,,,基隆市政府,胡顯光,營業人名稱: ,,,,,,,,
00279905,基隆海港大樓理髮室,基隆市仁愛區港西街八號,3000,1963-10-01,1992-11-14,核准設立 - 獨資,,陳瑛芝,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00299607,順利商店,基隆市仁愛區愛一路10號,20000,1961-05-13,2014-10-17,核准設立 - 獨資 (核准文號: 1030002331),,否,設立日期: ,,,基隆市政府,賴仁祥,登記種類: ,商業登記,營業人名稱: ,順利商店,統一編號: ,00299607,營業地址: ,基隆市仁愛區博愛里愛一路１０號,使用統一發票: 
00304003,隆昌百貨行,基隆市仁愛區仁德里孝一路六六號一樓,3000,1956-01-15,2017-05-25,核准設立 - 獨資 (核准文號: 1060001028),,營業地址: ,基隆市仁愛區仁德里孝一路６６號１樓,,,基隆市政府,朱雅菱,登記種類: ,商業登記,營業人名稱: ,隆昌百貨行,統一編號: ,00304003, 基隆市 ,,
00311308,華南商業銀行股份有限公司基隆港口分公司,基隆市仁愛區忠二路46號,0,1950-07-01,2019-01-23,核准設立,闕河旭,登記種類: ,公司登記,,,,,,,,,,,,,
00388501,新新糖菓行,基隆市仁愛區仁德里愛一路二七號一樓,5000,1959-10-15,2018-07-20,核准設立 - 獨資 (核准文號: 1070001511),,登記種類: ,商業登記,,,基隆市政府,黃俊誠,統一編號: ,,,,,,,,
00402905,彰化商業銀行股份有限公司仁愛分公司,基隆市仁愛區孝二路100號,0,1951-07-04,2017-05-16,核准設立,沈山鑫,登記種類: ,公司登記,,,,,,,,,,,,,
00420208,嘉隆五金店,基隆市仁愛區南榮路二一號,10000,1965-04-26,1992-01-27,核准設立 - 獨資,,邱嘉隆,登記種類: ,,,基隆市政府,嘉隆五金店,,,,,,,,,
00431606,台灣航業股份有限公司基隆分公司,基隆市仁愛區港西街6號2樓,0,1987-09-04,2018-08-22,核准設立,呂忠信,登記種類: ,公司登記,,,,,,,,,,,,,
00520902,基隆廣播股份有限公司,基隆市仁愛區忠四路13號12樓,9000000,1963-07-26,2018-03-09,,,王東山,登記種類: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,公司登記,,,,,,,
00655176,進隆木器行,基隆市仁愛區仁二路一七八號,5000,1973-09-22,1976-05-24,核准設立 - 獨資,,柯旭雄,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00665786,裕基商行,基隆市仁愛區仁愛菜市場Ｄ３８號,9000,1975-01-31,2005-06-20,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,郭調和,營業人名稱: ,,,,,,,,
00666434,安順報關有限公司,基隆市仁愛區仁德里愛三路87號4樓之14,500000,,2016-07-12,核准設立,,周鴻慶,登記種類: ,,,經濟部中部辦公室,公司登記,,,,,,,,,
00678804,許萬昌百貨商行,基隆市仁愛區仁德里愛二路三九號一、二樓,1500000,1976-03-25,2000-07-07,核准設立 - 獨資,,統一編號: ,00678804,,,基隆市政府,許曉惠,登記種類: ,商業登記,營業人名稱: ,許萬昌百貨商行,設立日期: ,,,,
00694282,基隆托運行,基隆市仁愛區虹橋里劉銘傳路63巷1號2樓,5000,1966-06-10,2020-04-27,核准設立 - 獨資 (核准文號: 1090000872),,沈蕭雲卿,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00786796,晟吉企業有限公司,基隆市仁愛區愛一路8號9樓之1,5000000,1982-09-15,2015-06-12,核准設立,,是,設立日期: ,園藝服務業,,經濟部中部辦公室,蔡仁吉,登記種類: ,公司登記,營業人名稱: ,晟吉企業有限公司,統一編號: ,00786796,營業地址: ,基隆市仁愛區博愛里愛一路８號９樓之１,使用統一發票: 
00846210,大鏵報關有限公司基隆分公司,基隆市仁愛區忠三路99號3樓之5,0,1984-04-23,2016-04-21,核准設立,鄭錦雄,登記種類: ,公司登記,,,,,,,,,,,,,
00862409,可達興國際股份有限公司基隆分公司,基隆市仁愛區忠三路99號3樓303室,0,1983-07-02,2017-08-18,核准設立,吳彥,登記種類: ,公司登記,,,,,,,,,,,,,
00900852,二水菁仔店,基隆市仁愛區仁德里愛一路二Ｏ號,3000,1985-09-06,2014-10-28,核准設立 - 獨資 (核准文號: 1030002456),,統一編號: ,00900852,,,基隆市政府,王國禎,登記種類: ,商業登記,營業人名稱: ,二水菁仔店,使用統一發票: ,,,,
00900895,蕾蒂皮飾店,基隆市仁愛區仁德里愛二路52號1樓,200000,1985-09-07,2015-04-07,核准設立 - 獨資 (核准文號: 1040000682),,使用統一發票: ,是,布疋、衣著、鞋、帽、傘、服飾品零售業,,基隆市政府,林志美,登記種類: ,商業登記,營業人名稱: ,蕾蒂皮飾店,統一編號: ,00900895,營業地址: ,基隆市仁愛區仁德里愛二路５２號１樓,F204110
00903416,仁愛電子材料行,基隆市仁愛區成功一路118巷3弄14號1樓,8000,1985-12-18,2019-04-11,核准設立 - 獨資 (核准文號: 1080000792),,游珮綺,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00905081,易昇企業行,基隆市仁愛區博愛里仁五路一二號九樓之四,40000,1986-03-05,2005-04-07,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,蘇陳秀梅,營業人名稱: ,,,,,,,,
00906271,隆美疊壁紙行,基隆市仁愛區仁一路二七一號,45000,1986-04-18,1986-04-18,核准設立 - 獨資,,嚴子琦,登記種類: ,,,基隆市政府,商業登記,,,,,,,,,
00936850,招治花店,基隆市仁愛區仁德里愛一路二九號一樓,3000,1991-04-09,2005-01-19,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,蔡美華,營業人名稱: ,,,,,,,,
09645002,樑德工程行,基隆市仁愛區博愛里仁五路八號七樓之四,480000,2006-04-06,2006-04-06,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,林世德,統一編號: ,,,,,,,,
09653213,宏騰美髮美容院,基隆市仁愛區仁德里愛三路五二號二樓,6000,2006-04-14,2007-05-21,核准設立 - 獨資,,營業人名稱: ,宏騰美󺏾美容院,,,基隆市政府,楊朝圳,登記種類: ,商業登記,統一編號: ,,,,,,
09842735,都樂髮舍,基隆市仁愛區博愛里仁四路四二號二樓,60000,2007-05-24,2007-05-24,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,林其毅,營業人名稱: ,,,,,,,,
09853155,裔珈服飾企業社,基隆市仁愛區博愛里仁三路五一號一樓,200000,2007-06-07,2016-03-31,核准設立 - 合夥 (核准文號: 1050000599),,使用統一發票: ,是,,,基隆市政府,黃令橙,登記種類: ,商業登記,營業人名稱: ,裔珈服飾企業社,統一編號: ,09853155,營業地址: ,基隆市仁愛區博愛里仁三路５１號１樓, 布疋、衣著、鞋、帽、傘、服飾品批發業 
09982708,基隆佛具店,基隆市仁愛區明德里忠三路六九號一樓,3000,2006-11-08,2006-11-08,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,張慧純,營業人名稱: ,,,,,,,,
09990377,綵紅尚紅小吃店,基隆市仁愛區仁德里愛一路四三號五樓,5000,2006-11-29,2006-11-29,核准設立 - 獨資,,統一編號: ,09990377,,,基隆市政府,黃珮瑩,登記種類: ,商業登記,營業人名稱: ,綵紅尚紅小吃店,資本額(元): ,,,,
10027345,樂香冷飲站,基隆市仁愛區博愛里仁四路58號1樓,50000,2008-09-16,2017-07-18,核准設立 - 合夥 (核准文號: 1060001492),,是,設立日期: ,,,基隆市政府,單興凱,登記種類: ,商業登記,營業人名稱: ,樂香冷飲站,統一編號: ,10027345,營業地址: ,基隆市仁愛區博愛里仁四路５８號１樓,使用統一發票: 
10063101,睫登商行,基隆市仁愛區仁德里愛三路５３號２樓,200000,2009-01-19,2018-11-08,核准設立 - 合夥 (核准文號: 1070002292),,是,設立日期: ,化粧品零售業,,基隆市政府,謝佳樺,登記種類: ,商業登記,營業人名稱: ,睫登商行,統一編號: ,10063101,營業地址: ,基隆市仁愛區仁德里愛三路５３號２樓,使用統一發票: 
10082085,若那絲美容工作室,基隆市仁愛區仁德里愛二路五五號二樓,240000,2007-11-19,2007-11-19,核准設立 - 合夥,,營業人名稱: ,若那絲美容工作室,,,基隆市政府,何佳珊,登記種類: ,商業登記,統一編號: ,,,,,,
10508815,超群美術用品社,基隆市仁愛區仁德里愛二路57號2樓,30000,2007-12-25,2020-04-29,核准設立 - 獨資 (核准文號: 1090000915),,營業地址: ,基隆市仁愛區仁德里愛二路５７號２樓,,,基隆市政府,呂錚偉,登記種類: ,商業登記,營業人名稱: ,超群美術用品社,統一編號: ,10508815,設立日期: ,,
10533645,噢也咪國際服飾店,基隆市仁愛區仁德里愛二路六四號一樓,50000,2008-01-18,2019-05-09,歇業 - 獨資 (核准文號: 1080001022),,否,設立日期: ,,,基隆市政府,謝淑君,登記種類: ,商業登記,營業人名稱: ,噢也咪國際服飾店,統一編號: ,10533645,營業地址: ,基隆市仁愛區仁德里愛二路６４號１樓,使用統一發票: 
10552038,世界輪汽車商行,基隆市仁愛區博愛里仁四路五四之一號一樓,100000,2008-02-19,2019-06-04,核准設立 - 獨資 (核准文號: 1080001213),,使用統一發票: ,是,汽車批發業,,基隆市政府,鍾長志,登記種類: ,商業登記,營業人名稱: ,世界輪汽車商行,統一編號: ,10552038,營業地址: ,基隆市仁愛區博愛里仁四路５４―１號１樓,F114010
10567216,春威企業社,基隆市仁愛區仁德里愛三路４９巷２２之３號４樓,200000,2008-03-13,2012-08-10,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,高培穎,營業人名稱: ,,,,,,,,
10637917,貝兒服飾店,基隆市仁愛區博愛里仁四路１７之５號１樓,12000,2008-06-12,2008-06-12,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,陳美雲,營業人名稱: ,,,,,,,,
10681363,原創服飾精品,基隆市仁愛區仁德里愛三路81號1樓,30000,2010-12-29,2010-12-29,核准設立 - 獨資,,統一編號: ,10681363,,,基隆市政府,李振師,登記種類: ,商業登記,營業人名稱: ,原創服飾精品,營業地址: ,,,,
13118143,旭桻國際有限公司基隆分公司,基隆市仁愛區忠一路25號4樓,0,2002-05-16,2016-04-22,核准設立,王儀鳳,登記種類: ,公司登記,,,,,,,,,,,,,
14431233,三記冷凍食品行,基隆市仁愛區博愛里仁三路六一巷五號一樓,500000,2002-01-28,2014-09-12,核准設立 - 獨資 (核准文號: 1030001975),,營業人名稱: ,三記冷凍食品行,,,基隆市政府,柯成忠,登記種類: ,商業登記,設立日期: ,,,,,,
14440465,基隆游花坊,基隆市仁愛區光華里成功一路70號1樓,100000,2008-04-01,2011-07-22,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,游惠斌,營業人名稱: ,,,,,,,,
14446989,復興蔬果店,基隆市仁愛區博愛里仁五路８號１樓,200000,2003-03-28,2008-07-31,核准設立 - 獨資,,統一編號: ,14446989,,,基隆市政府,趙君豪,登記種類: ,商業登記,營業人名稱: ,復興蔬果店,設立日期: ,,,,
